,Tweet,target,tokenized_tweet,cleaned_tweet
7236,برافو وليد التونسي خليتهم مثليين بعضهم وخرجت عملت بالراي برافو 👍,1,برافو وليد التونسي خليتهم مثليين بعضهم وخرجت عملت بالراي برافو,"['برافو', 'وليد', 'التونسي', 'خليتهم', 'مثليين', 'بعضهم', 'وخرجت', 'عملت', 'بالراي', 'برافو']"
7238,Mouch masekh hetha eli mché fih heka sahafi mtae jaridét sada labés howa chléka mayaeréf ken chléka,-1,mouch masekh hetha eli mch fih heka sahafi mtae jarid sada lab howa chl ka mayaer ken chl ka,"['mouch', 'masekh', 'hetha', 'eli', 'mch', 'fih', 'heka', 'sahafi', 'mtae', 'jarid', 'sada', 'lab', 'howa', 'chl', 'ka', 'mayaer', 'ken', 'chl', 'ka']"
7239,معلم حعفور bravoooooooo,1,معلم حعفور,"['معلم', 'حعفور']"
7240,عجبتني برشا مازالت مبتدئة لازم نشجعوهاا ..... ربي معااك محلاك,1,عجبتني برشا مازالت مبتدئة لازم نشجعوهاا ربي معااك محلاك,"['عجبتني', 'برشا', 'مازالت', 'مبتدئة', 'لازم', 'نشجعوهاا', 'ربي', 'معااك', 'محلاك']"
7241,ثماش اسخف منو,-1,ثماش اسخف منو,"['ثماش', 'اسخف', 'منو']"
7242,Kan mch yfsedd tfrijj rahou joreteha mamsateha,-1,kan mch yfsedd tfrijj rahou joreteha mamsateha,"['kan', 'mch', 'yfsedd', 'tfrijj', 'rahou', 'joreteha', 'mamsateha']"
7243,Rabi maek samir,1,rabi maek samir,"['rabi', 'maek', 'samir']"
7244,yaser hlwa teejebni courage marwa,1,yaser hlwa teejebni courage marwa,"['yaser', 'hlwa', 'teejebni', 'courage', 'marwa']"
7246,برافو واللهي عندك الحق كشفته حقيقته الامن والجيش حماة الوطن مش الارهاب يدافع عليهم شراسة هاذا القاضي النهاية تونس أمانة أيديكم كونو مستواء المسؤلية,1,برافو واللهي عندك الحق كشفته حقيقته الامن والجيش حماة الوطن مش الارهاب يدافع عليهم شراسة هاذا القاضي النهاية تونس أمانة أيديكم كونو مستواء المسؤلية,"['برافو', 'واللهي', 'عندك', 'الحق', 'كشفته', 'حقيقته', 'الامن', 'والجيش', 'حماة', 'الوطن', 'مش', 'الارهاب', 'يدافع', 'عليهم', 'شراسة', 'هاذا', 'القاضي', 'النهاية', 'تونس', 'أمانة', 'أيديكم', 'كونو', 'مستواء', 'المسؤلية']"
7247,الحمد لله ربي,1,الحمد لله ربي,"['الحمد', 'لله', 'ربي']"
7248,مااحلاها ريم الرياحي زين تربية برستيج شاء الله ربي يوفقها نشوفوها حاجة حلوه رمضان سنه 😘,1,مااحلاها ريم الرياحي زين تربية برستيج شاء الله ربي يوفقها نشوفوها حاجة حلوه رمضان سنه,"['مااحلاها', 'ريم', 'الرياحي', 'زين', 'تربية', 'برستيج', 'شاء', 'الله', 'ربي', 'يوفقها', 'نشوفوها', 'حاجة', 'حلوه', 'رمضان', 'سنه']"
7249,صادق عللخر,1,صادق عللخر,"['صادق', 'عللخر']"
7250,eAlami lekher,1,ealami lekher,"['ealami', 'lekher']"
7251,Nekeraha mosalesal awlede moufida akahaw,-1,nekeraha mosalesal awlede moufida akahaw,"['nekeraha', 'mosalesal', 'awlede', 'moufida', 'akahaw']"
7253,ناجي جلول رجل عصر تكاد تغيب الرجال كلمة حق يستبدلها بباطل...,1,ناجي جلول رجل عصر تكاد تغيب الرجال كلمة حق يستبدلها بباطل,"['ناجي', 'جلول', 'رجل', 'عصر', 'تكاد', 'تغيب', 'الرجال', 'كلمة', 'حق', 'يستبدلها', 'بباطل']"
7254,امسط ريت حياتي شكيب بربي علاش حاطينو راه ماسط راه لاسط,-1,امسط ريت حياتي شكيب بربي علاش حاطينو راه ماسط راه لاسط,"['امسط', 'ريت', 'حياتي', 'شكيب', 'بربي', 'علاش', 'حاطينو', 'راه', 'ماسط', 'راه', 'لاسط']"
7255,Bravoooooooooo tbarkala eliha,1,bravoooooooooo tbarkala eliha,"['bravoooooooooo', 'tbarkala', 'eliha']"
7256,pfffffffffffffffffff mela msata barra lewij khidma okhra khirlik,-1,pfffffffffffffffffff mela msata barra lewij khidma okhra khirlik,"['pfffffffffffffffffff', 'mela', 'msata', 'barra', 'lewij', 'khidma', 'okhra', 'khirlik']"
7257,Bravo layla chebi etat rayha vidéo bsaraha,1,bravo layla chebi etat rayha vid bsaraha,"['bravo', 'layla', 'chebi', 'etat', 'rayha', 'vid', 'bsaraha']"
7258,برافوووووو حلقة عالمية 😍😍😍😘😘😘😘😘😘😘😘😘,1,برافوووووو حلقة عالمية,"['برافووو', 'حلقة', 'عالمية']"
7259,هههه نراك نتفكر قرودة بلفيدار منيش نتمنيك خليقت ربي رديت روحك تشبه للقرد,-1,هههه نراك نتفكر قرودة بلفيدار منيش نتمنيك خليقت ربي رديت روحك تشبه للقرد,"['ههه', 'نراك', 'نتفكر', 'قرودة', 'بلفيدار', 'منيش', 'نتمنيك', 'خليقت', 'ربي', 'رديت', 'روحك', 'تشبه', 'للقرد']"
7260,والله القيت نعت باش ننعت بيه هالمخلوق الشيب والعيب حب اتوب ويرجع لله مايزيد العمر يزيد يكلب يتمهمش تفووووووووووووووووووووه وعلى امثالك,-1,والله القيت نعت باش ننعت بيه هالمخلوق الشيب والعيب حب اتوب ويرجع لله مايزيد العمر يزيد يكلب يتمهمش تفووووووووووووووووووووه وعلى امثالك,"['والله', 'القيت', 'نعت', 'باش', 'ننعت', 'بيه', 'هالمخلوق', 'الشيب', 'والعيب', 'حب', 'اتوب', 'ويرجع', 'لله', 'مايزيد', 'العمر', 'يزيد', 'يكلب', 'يتمهمش', 'تفوووه', 'وعلى', 'امثالك']"
7262,احترامي جعفور,1,احترامي جعفور,"['احترامي', 'جعفور']"
7263,راكم مجتمع فاسد,-1,راكم مجتمع فاسد,"['راكم', 'مجتمع', 'فاسد']"
7264,امرأة فاضلة,1,امرأة فاضلة,"['امرأة', 'فاضلة']"
7265,Thabbeeeeeeel ejbetni,1,thabbeeeeeeel ejbetni,"['thabbeeeeeeel', 'ejbetni']"
7266,tbarkallah elih 😊,1,tbarkallah elih,"['tbarkallah', 'elih']"
7267,halqa ealameya wlh,1,halqa ealameya wlh,"['halqa', 'ealameya', 'wlh']"
7269,Souto zebla,-1,souto zebla,"['souto', 'zebla']"
7270,ممسطكم، عندو الحق الزين نازل عليكم اعلام العار، تتمقعرو المرزوقي ياخي وحدو دخل قصر قرطاج ماو الشعب السبب، اطلعو بمستواكم برشا موش شويه، ويزي بلا تقشقيش حناك خليو البلاد تقدم.,-1,ممسطكم عندو الحق الزين نازل عليكم اعلام العار تتمقعرو المرزوقي ياخي وحدو دخل قصر قرطاج ماو الشعب السبب اطلعو بمستواكم برشا موش شويه ويزي بلا تقشقيش حناك خليو البلاد تقدم,"['ممسطكم', 'عندو', 'الحق', 'الزين', 'نازل', 'عليكم', 'اعلام', 'العار', 'تتمقعرو', 'المرزوقي', 'ياخي', 'وحدو', 'دخل', 'قصر', 'قرطاج', 'ماو', 'الشعب', 'السبب', 'اطلعو', 'بمستواكم', 'برشا', 'موش', 'شويه', 'ويزي', 'بلا', 'تقشقيش', 'حناك', 'خليو', 'البلاد', 'تقدم']"
7271,Mosalsel mtee tahana khomej naelboukom elkalb hadhi elli fasdet elmojtamae,-1,mosalsel mtee tahana khomej naelboukom elkalb hadhi elli fasdet elmojtamae,"['mosalsel', 'mtee', 'tahana', 'khomej', 'naelboukom', 'elkalb', 'hadhi', 'elli', 'fasdet', 'elmojtamae']"
7272,mahlek wajiha nhebekk barcha .brabbi jiboulna eabd lqader moqded,1,mahlek wajiha nhebekk barcha brabbi jiboulna eabd lqader moqded,"['mahlek', 'wajiha', 'nhebekk', 'barcha', 'brabbi', 'jiboulna', 'eabd', 'lqader', 'moqded']"
7273,tfouhhhh tfihhhhhhh,-1,tfouhhhh tfihhhhhhh,"['tfouhhhh', 'tfihhhhhhh']"
7274,Bravo TAwfik,1,bravo tawfik,"['bravo', 'tawfik']"
7275,Y'a khouya yejebni!!!!!!,1,' khouya yejebni,"[""'"", 'khouya', 'yejebni']"
7276,"برشا فنانين قدمو إنت ديما اللتالي ليس القدام فيق وضعك""",-1,برشا فنانين قدمو إنت ديما اللتالي ليس القدام فيق وضعك,"['برشا', 'فنانين', 'قدمو', 'إنت', 'ديما', 'اللتالي', 'ليس', 'القدام', 'فيق', 'وضعك']"
7277,mhazil walet ftounis walah wikolo eliha fanana mhhazzzzzzilllll,-1,mhazil walet ftounis walah wikolo eliha fanana mhhazzzzzzilllll,"['mhazil', 'walet', 'ftounis', 'walah', 'wikolo', 'eliha', 'fanana', 'mhhazzzzzzilllll']"
7279,اعجبني جمالك ولوأنك أمي,1,اعجبني جمالك ولوأنك أمي,"['اعجبني', 'جمالك', 'ولوأنك', 'أمي']"
7280,baya mamestek nahih boudi khir winti thabet teawed,-1,baya mamestek nahih boudi khir winti thabet teawed,"['baya', 'mamestek', 'nahih', 'boudi', 'khir', 'winti', 'thabet', 'teawed']"
7281,ملاعين أسأل الله العظيم العرش الكريم يبلغكم رمضان إلا حلت عليكم مصيبة ياسبب هلاك البلاد والعباد,-1,ملاعين أسأل الله العظيم العرش الكريم يبلغكم رمضان إلا حلت عليكم مصيبة ياسبب هلاك البلاد والعباد,"['ملاعين', 'أسأل', 'الله', 'العظيم', 'العرش', 'الكريم', 'يبلغكم', 'رمضان', 'إلا', 'حلت', 'عليكم', 'مصيبة', 'ياسبب', 'هلاك', 'البلاد', 'والعباد']"
7284,Mealem moqdefd,-1,mealem moqdefd,"['mealem', 'moqdefd']"
7285,كلامك صحيح …,1,كلامك صحيح,"['كلامك', 'صحيح']"
7286,عجبتني وليد الموقف ينجم يكبرليك الكاشي هههه bravoooo,1,عجبتني وليد الموقف ينجم يكبرليك الكاشي هههه,"['عجبتني', 'وليد', 'الموقف', 'ينجم', 'يكبرليك', 'الكاشي', 'ههه']"
7287,Bravo amir,1,bravo amir,"['bravo', 'amir']"
7288,"pute awel haja mekich inty amthelk illi eamlou thawra a haja emlna ""thawra"" bech qawm lout yjiw ?? tfffiiih elik elihm meek :)",-1,pute awel haja mekich inty amthelk illi eamlou thawra haja emlna thawra bech qawm lout yjiw tfffiiih elik elihm meek,"['pute', 'awel', 'haja', 'mekich', 'inty', 'amthelk', 'illi', 'eamlou', 'thawra', 'haja', 'emlna', 'thawra', 'bech', 'qawm', 'lout', 'yjiw', 'tfffiiih', 'elik', 'elihm', 'meek']"
7289,Wsakh tounes,-1,wsakh tounes,"['wsakh', 'tounes']"
7290,waalhii gadetou braavoooo :*,1,waalhii gadetou braavoooo,"['waalhii', 'gadetou', 'braavoooo']"
7291,ماتنجموش تعديوو البرنامج غيرواا pfffffff :(,-1,ماتنجموش تعديوو البرنامج غيرواا,"['ماتنجموش', 'تعديوو', 'البرنامج', 'غيرواا']"
7293,مورو معلم كلك حكم رصانة,1,مورو معلم كلك حكم رصانة,"['مورو', 'معلم', 'كلك', 'حكم', 'رصانة']"
7294,"لطفي العماري طيحلهم المورال وكرهم الفيلم يتفرجو وخاصتن الكلام قالتو "" الميسيو الاندلسي "" الرد متاع وليد التونسي",-1,لطفي العماري طيحلهم المورال وكرهم الفيلم يتفرجو وخاصتن الكلام قالتو الميسيو الاندلسي الرد متاع وليد التونسي,"['لطفي', 'العماري', 'طيحلهم', 'المورال', 'وكرهم', 'الفيلم', 'يتفرجو', 'وخاصتن', 'الكلام', 'قالتو', 'الميسيو', 'الاندلسي', 'الرد', 'متاع', 'وليد', 'التونسي']"
7295,شيخ تحيفة تحفة حفة,1,شيخ تحيفة تحفة حفة,"['شيخ', 'تحيفة', 'تحفة', 'حفة']"
7297,kelma: mayeejebnich,-1,kelma mayeejebnich,"['kelma', 'mayeejebnich']"
7298,eal hit,-1,eal hit,"['eal', 'hit']"
7299,Maya Kssouri <e BRAVO !,1,maya kssouri bravo,"['maya', 'kssouri', 'bravo']"
7301,الله معلم راجل عجبني كمسح القاعة بهكي التافهة الله بردلي قلبي ميخرج مالبرنامج برافوووووو,1,الله معلم راجل عجبني كمسح القاعة بهكي التافهة الله بردلي قلبي ميخرج مالبرنامج برافوووووو,"['الله', 'معلم', 'راجل', 'عجبني', 'كمسح', 'القاعة', 'بهكي', 'التافهة', 'الله', 'بردلي', 'قلبي', 'ميخرج', 'مالبرنامج', 'برافووو']"
7302,Bravoooo Laila chebi,1,bravoooo laila chebi,"['bravoooo', 'laila', 'chebi']"
7304,Marra hethi hasetha masta moch waktha kderha kima lezem,-1,marra hethi hasetha masta moch waktha kderha kima lezem,"['marra', 'hethi', 'hasetha', 'masta', 'moch', 'waktha', 'kderha', 'kima', 'lezem']"
7305,خامج حثالة المجتمع,-1,خامج حثالة المجتمع,"['خامج', 'حثالة', 'المجتمع']"
7307,TFOOOO eLIKOM,-1,tfoooo elikom,"['tfoooo', 'elikom']"
7308,mamsitha maya pffff,-1,mamsitha maya pffff,"['mamsitha', 'maya', 'pffff']"
7309,Wallahi essal :D,1,wallahi essal,"['wallahi', 'essal']"
7311,طلع صوتو باهي,1,طلع صوتو باهي,"['طلع', 'صوتو', 'باهي']"
7312,Maset damo thqil baarcha,-1,maset damo thqil baarcha,"['maset', 'damo', 'thqil', 'baarcha']"
7313,"مشاء الله الناس الكمل ...نور نور .. Rajil تحية واحترام للمرزوقي اختلف معه الافكار الله وحد mealim braavoooo , fraht bchakib ;) Bakétni vraiment bravoooooo yaetiha esaha borjolia mra mel lahdiid الأخت ألف تحيه Tbarkaallah aalik jaefer dyma mwaher tbdelna fy jaw ممثلة تعجبني وعندها كاريزما ممثلة مبدعة ❤ rawea جعفور عسل دنيا :* :* :* <e <e <e Tbarkallah elik♥♥♥♥😍😍 yestana fik mostaqbel zehi 😍 yeser teejebni جعفور وحدك معلم""",1,مشاء الله الناس الكمل نور نور تحية واحترام للمرزوقي اختلف معه الافكار الله وحد الأخت ألف تحيه ممثلة تعجبني وعندها كاريزما ممثلة مبدعة جعفور عسل دنيا جعفور وحدك معلم,"['مشاء', 'الله', 'الناس', 'الكمل', 'نور', 'نور', 'تحية', 'واحترام', 'للمرزوقي', 'اختلف', 'معه', 'الافكار', 'الله', 'وحد', 'الأخت', 'ألف', 'تحيه', 'ممثلة', 'تعجبني', 'وعندها', 'كاريزما', 'ممثلة', 'مبدعة', 'جعفور', 'عسل', 'دنيا', 'جعفور', 'وحدك', 'معلم']"
7314,ملا مستواء منحط برنامج ماسط قلت حياء كلهم بعضهم هايكا,-1,ملا مستواء منحط برنامج ماسط قلت حياء كلهم بعضهم هايكا,"['ملا', 'مستواء', 'منحط', 'برنامج', 'ماسط', 'قلت', 'حياء', 'كلهم', 'بعضهم', 'هايكا']"
7315,امنة ياسر كلاس,1,امنة ياسر كلاس,"['امنة', 'ياسر', 'كلاس']"
7316,Hassine dik wahra ealik mahlak mahlak :* :* tbarkala ealik nchalh rabi iwafqik <e <e,1,hassine dik wahra ealik mahlak mahlak tbarkala ealik nchalh rabi iwafqik,"['hassine', 'dik', 'wahra', 'ealik', 'mahlak', 'mahlak', 'tbarkala', 'ealik', 'nchalh', 'rabi', 'iwafqik']"
7317,لمين معلم,1,لمين معلم,"['لمين', 'معلم']"
7318,Mealem entii jaefour rak keaybaaaa,1,mealem entii jaefour rak keaybaaaa,"['mealem', 'entii', 'jaefour', 'rak', 'keaybaaaa']"
7319,Bravo sami halqa eejbetni barcha,1,bravo sami halqa eejbetni barcha,"['bravo', 'sami', 'halqa', 'eejbetni', 'barcha']"
7320,Masta maghir lilya,-1,masta maghir lilya,"['masta', 'maghir', 'lilya']"
7321,Mastinnnnnn lastinnnnnnnnn,-1,mastinnnnnn lastinnnnnnnnn,"['mastinnnnnn', 'lastinnnnnnnnn']"
7322,Akther Mara ejebetni,1,akther mara ejebetni,"['akther', 'mara', 'ejebetni']"
7323,masetttttttt barcha,-1,masetttttttt barcha,"['masetttttttt', 'barcha']"
7324,bravoooooooooooooo sami kol moussalsil eamaltou inti tayara,1,bravoooooooooooooo sami kol moussalsil eamaltou inti tayara,"['bravoooooooooooooo', 'sami', 'kol', 'moussalsil', 'eamaltou', 'inti', 'tayara']"
7325,Akber jrboue trikh lensaneya,-1,akber jrboue trikh lensaneya,"['akber', 'jrboue', 'trikh', 'lensaneya']"
