,Tweet,target,tokenized_tweet,cleaned_tweet
1575,تفعل الدولة شيئا سنبقى نرثى حالنا نأتي فصل شتاء بمثل التقارير تؤلم ولكن ليس بقدر ألم بؤس هؤلاء الأطفال تضررت أيديهم كأنها أيادي شيخ التسعين.,-1,تفعل الدولة شيئا سنبقى نرثى حالنا نأتي فصل شتاء بمثل التقارير تؤلم ولكن ليس بقدر ألم بؤس هؤلاء الأطفال تضررت أيديهم كأنها أيادي شيخ التسعين,"['تفعل', 'الدولة', 'شيئا', 'سنبقى', 'نرثى', 'حالنا', 'نأتي', 'فصل', 'شتاء', 'بمثل', 'التقارير', 'تؤلم', 'ولكن', 'ليس', 'بقدر', 'ألم', 'بؤس', 'هؤلاء', 'الأطفال', 'تضررت', 'أيديهم', 'كأنها', 'أيادي', 'شيخ', 'التسعين']"
1576,قساوة قلوب البرجوازيين المتحكمين ذوالب الدولة المغرب أوصلت أكتر ثلث المغاربة يعيشون تحت عتبة الفقر برد الشتاء وحر الصيف فمن الطبيعة وعلى الجميع,-1,قساوة قلوب البرجوازيين المتحكمين ذوالب الدولة المغرب أوصلت أكتر ثلث المغاربة يعيشون تحت عتبة الفقر برد الشتاء وحر الصيف فمن الطبيعة وعلى الجميع,"['قساوة', 'قلوب', 'البرجوازيين', 'المتحكمين', 'ذوالب', 'الدولة', 'المغرب', 'أوصلت', 'أكتر', 'ثلث', 'المغاربة', 'يعيشون', 'تحت', 'عتبة', 'الفقر', 'برد', 'الشتاء', 'وحر', 'الصيف', 'فمن', 'الطبيعة', 'وعلى', 'الجميع']"
1577,الإنسان عديم الإنسانية يغتصب الأطفال وغير الأطفال يغتصب نفسه.,-1,الإنسان عديم الإنسانية يغتصب الأطفال وغير الأطفال يغتصب نفسه,"['الإنسان', 'عديم', 'الإنسانية', 'يغتصب', 'الأطفال', 'وغير', 'الأطفال', 'يغتصب', 'نفسه']"
1578,الحكومة اللهم منكر,-1,الحكومة اللهم منكر,"['الحكومة', 'اللهم', 'منكر']"
1579,الدولة المخزنية كتدخل ملايير الدولارات خيراتنا وثرواتنا والشعب المغربي ظايعين ومشردين ومحرومين ابسط حقوق,-1,الدولة المخزنية كتدخل ملايير الدولارات خيراتنا وثرواتنا والشعب المغربي ظايعين ومشردين ومحرومين ابسط حقوق,"['الدولة', 'المخزنية', 'كتدخل', 'ملايير', 'الدولارات', 'خيراتنا', 'وثرواتنا', 'والشعب', 'المغربي', 'ظايعين', 'ومشردين', 'ومحرومين', 'ابسط', 'حقوق']"
1580,خدمة صحة تعليم واكثر كنشوفو المخزن غادي وجاي فرنسا ودول الخليج وتيظيع الزبابل ديال فلوس الشعب حسبي الله ونعم الوكيل,-1,خدمة صحة تعليم واكثر كنشوفو المخزن غادي وجاي فرنسا ودول الخليج وتيظيع الزبابل ديال فلوس الشعب حسبي الله ونعم الوكيل,"['خدمة', 'صحة', 'تعليم', 'واكثر', 'كنشوفو', 'المخزن', 'غادي', 'وجاي', 'فرنسا', 'ودول', 'الخليج', 'وتيظيع', 'الزبابل', 'ديال', 'فلوس', 'الشعب', 'حسبي', 'الله', 'ونعم', 'الوكيل']"
1581,عارفين البرويصيات والزيادات ظهر الفقراء,-1,عارفين البرويصيات والزيادات ظهر الفقراء,"['عارفين', 'البرويصيات', 'والزيادات', 'ظهر', 'الفقراء']"
1582,وفين الحق الدولة المواطن .العيش الكريم .الشغل .الصحة .التعليم,-1,وفين الحق الدولة المواطن العيش الكريم الشغل الصحة التعليم,"['وفين', 'الحق', 'الدولة', 'المواطن', 'العيش', 'الكريم', 'الشغل', 'الصحة', 'التعليم']"
1583,قانون ديال سويسرا ...في الدولة ديال الخريخرة,-1,قانون ديال سويسرا في الدولة ديال الخريخرة,"['قانون', 'ديال', 'سويسرا', 'في', 'الدولة', 'ديال', 'الخريخرة']"
1584,عار عار,-1,عار عار,"['عار', 'عار']"
1585,ناس الخليج يهتمون بالجنس .. ناس متخلفين وعديمي الاخلاق ...,-1,ناس الخليج يهتمون بالجنس ناس متخلفين وعديمي الاخلاق,"['ناس', 'الخليج', 'يهتمون', 'بالجنس', 'ناس', 'متخلفين', 'وعديمي', 'الاخلاق']"
1586,لعنة الله عليكم وعلى هد الصفحة الصهيونية ظد.إسلام مجرمين تفو عليكم عاهرة,-1,لعنة الله عليكم وعلى هد الصفحة الصهيونية ظد إسلام مجرمين تفو عليكم عاهرة,"['لعنة', 'الله', 'عليكم', 'وعلى', 'هد', 'الصفحة', 'الصهيونية', 'ظد', 'إسلام', 'مجرمين', 'تفو', 'عليكم', 'عاهرة']"
1587,طبخة المفسدين باختصار,-1,طبخة المفسدين باختصار,"['طبخة', 'المفسدين', 'باختصار']"
1588,كفاكم تمتيللا الشعب المغلوب امره نريد ملموسة فالمواطن داءما الضحية,-1,كفاكم تمتيللا الشعب المغلوب امره نريد ملموسة فالمواطن داءما الضحية,"['كفاكم', 'تمتيللا', 'الشعب', 'المغلوب', 'امره', 'نريد', 'ملموسة', 'فالمواطن', 'داءما', 'الضحية']"
1589,زيت مقلدة.اين لجنة المراقبة لضبط الزيت المشبوهة لايقع وقع للاضحية.. والمستهلك الضحية....,-1,زيت مقلدة اين لجنة المراقبة لضبط الزيت المشبوهة لايقع وقع للاضحية والمستهلك الضحية,"['زيت', 'مقلدة', 'اين', 'لجنة', 'المراقبة', 'لضبط', 'الزيت', 'المشبوهة', 'لايقع', 'وقع', 'للاضحية', 'والمستهلك', 'الضحية']"
1590,أسئلة سخيفة يستغلون الضعفاء تساله مارايه فيمن تضع العدسات سؤال بليد لشخص يفتقر لابسط الاشياء العيش الكريم,-1,أسئلة سخيفة يستغلون الضعفاء تساله مارايه فيمن تضع العدسات سؤال بليد لشخص يفتقر لابسط الاشياء العيش الكريم,"['أسئلة', 'سخيفة', 'يستغلون', 'الضعفاء', 'تساله', 'مارايه', 'فيمن', 'تضع', 'العدسات', 'سؤال', 'بليد', 'لشخص', 'يفتقر', 'لابسط', 'الاشياء', 'العيش', 'الكريم']"
1591,نتيجة التعليم المتدهور,-1,نتيجة التعليم المتدهور,"['نتيجة', 'التعليم', 'المتدهور']"
1592,تفو عليكم اوساخ,-1,تفو عليكم اوساخ,"['تفو', 'عليكم', 'اوساخ']"
1593,لعنة الله أصل مكم,-1,لعنة الله أصل مكم,"['لعنة', 'الله', 'أصل', 'مكم']"
1594,جريدة فاشلة,-1,جريدة فاشلة,"['جريدة', 'فاشلة']"
1595,الله يلعنكم صهاينة أولاد الكلاب,-1,الله يلعنكم صهاينة أولاد الكلاب,"['الله', 'يلعنكم', 'صهاينة', 'أولاد', 'الكلاب']"
1596,والله يوما تلعنون,-1,والله يوما تلعنون,"['والله', 'يوما', 'تلعنون']"
1597,حقيقة العرب نتأسف كنت منحدرا الجزيرة العربية,-1,حقيقة العرب نتأسف كنت منحدرا الجزيرة العربية,"['حقيقة', 'العرب', 'نتأسف', 'كنت', 'منحدرا', 'الجزيرة', 'العربية']"
1598,مسكين الشعب المغربي. غريب بلاده غريب غربته الحولي يرعى الزرعه,-1,مسكين الشعب المغربي غريب بلاده غريب غربته الحولي يرعى الزرعه,"['مسكين', 'الشعب', 'المغربي', 'غريب', 'بلاده', 'غريب', 'غربته', 'الحولي', 'يرعى', 'الزرعه']"
1599,كمشيو الوسخ دالبشار وسولوهم كمارة دالخرة باغي يمشي لأوروبا,-1,كمشيو الوسخ دالبشار وسولوهم كمارة دالخرة باغي يمشي لأوروبا,"['كمشيو', 'الوسخ', 'دالبشار', 'وسولوهم', 'كمارة', 'دالخرة', 'باغي', 'يمشي', 'لأوروبا']"
1600,حسبنا الله زنعم الوكيل. اللهم ولي أمورنا خيارنا. أمين,-1,حسبنا الله زنعم الوكيل اللهم ولي أمورنا خيارنا أمين,"['حسبنا', 'الله', 'زنعم', 'الوكيل', 'اللهم', 'ولي', 'أمورنا', 'خيارنا', 'أمين']"
1601,تفوووو شعب بقاية المجتمع,-1,تفوووو شعب بقاية المجتمع,"['تفووو', 'شعب', 'بقاية', 'المجتمع']"
1602,.لا إلا بالله العلي العظيم...ذمرتوا شبابنا بالمخدرات الفيلات والكاطكاطات,-1,لا إلا بالله العلي العظيم ذمرتوا شبابنا بالمخدرات الفيلات والكاطكاطات,"['لا', 'إلا', 'بالله', 'العلي', 'العظيم', 'ذمرتوا', 'شبابنا', 'بالمخدرات', 'الفيلات', 'والكاطكاطات']"
1603,تدهب الجحيم وتهنينا وتهني دوك الناس المدابح كدير والجيش ديالك,-1,تدهب الجحيم وتهنينا وتهني دوك الناس المدابح كدير والجيش ديالك,"['تدهب', 'الجحيم', 'وتهنينا', 'وتهني', 'دوك', 'الناس', 'المدابح', 'كدير', 'والجيش', 'ديالك']"
1604,راه الحقيقة مابغيناش نكون عرب.. شكون اللي السبب فحروب الشرق الأوسط بسباب الحكام العرب الخونة.. هوما سباب الدمار .. العرب جايبين الذل,-1,راه الحقيقة مابغيناش نكون عرب شكون اللي السبب فحروب الشرق الأوسط بسباب الحكام العرب الخونة هوما سباب الدمار العرب جايبين الذل,"['راه', 'الحقيقة', 'مابغيناش', 'نكون', 'عرب', 'شكون', 'اللي', 'السبب', 'فحروب', 'الشرق', 'الأوسط', 'بسباب', 'الحكام', 'العرب', 'الخونة', 'هوما', 'سباب', 'الدمار', 'العرب', 'جايبين', 'الذل']"
1605,لاحياة تنادي,-1,لاحياة تنادي,"['لاحياة', 'تنادي']"
1606,لاحولا بالله. اللهم يارب اعن الأم شمل العائلة تربية اوالدها اصلح أمور البلد الطيب.,-1,لاحولا بالله اللهم يارب اعن الأم شمل العائلة تربية اوالدها اصلح أمور البلد الطيب,"['لاحولا', 'بالله', 'اللهم', 'يارب', 'اعن', 'الأم', 'شمل', 'العائلة', 'تربية', 'اوالدها', 'اصلح', 'أمور', 'البلد', 'الطيب']"
1607,حسبنا الله ونعم الوكيل، أليسوا هؤلاء أولى بالتنمية الكوت ديفوار ؟,-1,حسبنا الله ونعم الوكيل أليسوا هؤلاء أولى بالتنمية الكوت ديفوار,"['حسبنا', 'الله', 'ونعم', 'الوكيل', 'أليسوا', 'هؤلاء', 'أولى', 'بالتنمية', 'الكوت', 'ديفوار']"
1608,المغرب ليست دولة انسانية..,-1,المغرب ليست دولة انسانية,"['المغرب', 'ليست', 'دولة', 'انسانية']"
